,DATE,STAR,REVIEW
108,2020년 12월 21일,별표 5개 만점에 1개를 받았습니다.,솔직히 빛좋은 개살구다. 뭐가 많아보이는데 정작 쓸데가없다. 더많은 제휴처? 양도 양이지만 질을 좀 높혔으면... 그리고 유플러스 쓰는사람이 서울쪽에만 있습니까? 많은 제휴중이 서울쪽에 다 몰려있는 경향이 보이네요
109,2020년 12월 18일,별표 5개 만점에 4개를 받았습니다.,장기사용자인데 있던 혜택도 줄어드는거같아요..
110,2020년 9월 25일,별표 5개 만점에 1개를 받았습니다.,이거 지금 왜 안들어가짐? 영화 예매해야 되는데 짜증
111,2021년 1월 20일,별표 5개 만점에 1개를 받았습니다.,사용하는데 아주 편리하고 좋은것 같아요.
112,2020년 9월 28일,별표 5개 만점에 4개를 받았습니다.,안녕하세용 아주조아용 최고입니다
113,2021년 1월 9일,별표 5개 만점에 1개를 받았습니다.,저도 장기 이용자인데 갈아타야겠네요 이번 폰 할부끝나면 10년정도 이용했는데 작년까지만해도 요금 거의 10만원가까이내면서 뭐 혜택도 없고 작년말부터 요금제 낮추고 내년쯤엔 딴데로 가려고요 가면갈수록 뭐 혜택도 없고 쓸데도 거의없네요 첨에 lg u플 첨 4g나왔을때 대학교가 지방이라 내려갈때 항상 인터넷 전화 다 불통나도 열받는거참고 계속 그때부터 했믄데
114,2020년 9월 25일,별표 5개 만점에 5개를 받았습니다.,할인도 많이되고 너무 좋아요
115,2021년 1월 12일,별표 5개 만점에 1개를 받았습니다.,혜택이 점점 줄어든다
116,2020년 10월 9일,별표 5개 만점에 1개를 받았습니다.,업데이트 나와서 하는데 설치자체가 안됨
117,2020년 9월 26일,별표 5개 만점에 2개를 받았습니다.,아니 갑자기 잘쓰던 소액결제가 업데이트 이후 바코드 결제가 안뜨고 자꾸 019114로 문의 주라는건 뭐죠? 정말 불편 하네요
118,2020년 9월 17일,별표 5개 만점에 1개를 받았습니다.,정말 쌍욕이 나올듯 하네요. 오랜 만에 영화 예매하려니 업데이트 하지 않음 사용 못하게 닫아 버리는 기능 밖에 없질 않나 업데이트 하려고 접속했더니 90분째 업데이트 대기중이라며 동그라미만 굴러다니네요.이렇게 쓰레기 같이 운영하려면 나중에 업데이트 기능도 넣어요. 아~열받어.
119,2021년 1월 28일,별표 5개 만점에 1개를 받았습니다.,10년째 사용중 vvip인데 그동안에 혜택 한번도 못받아았다 다 쓸모가 없거든 그냥 요금 할인을 해주던가 좀 쓸모있는 혜택 좀 늘려라 그러려니 하면서 10년째 쓰는데 10년이나 썻으면 뭔가좀 오는게 있어야지 않겠냐
120,2020년 12월 15일,별표 5개 만점에 3개를 받았습니다.,복잡하고 불편함
121,2020년 10월 3일,별표 5개 만점에 1개를 받았습니다.,편의점에서 사용할려고하면 업데이트~!! 업데이트 안하면 사용못하고~!!! 안정적인 서비스를위해업데이트?? 다른 어플이 이정도로 많이 업데이트 안하는데 이것만~!!! 업데이트가 빠르기라도 하던지.. 뒤에 사람 기다리는데 업데이트가 몇분... 짜증나 뒤질듯..
122,2021년 1월 13일,별표 5개 만점에 1개를 받았습니다.,장기 고객 올해가 마지막 이다 약정끝나면 이동할란다. 멤버십 도대체 어디서 쓰먹냐? 진정 장기고객들 입장에서 한번 봐라. 멤버십제도 그냥 없애라. 쓸데도 없는 멤버십 뭐 눈요기감이니.
123,2020년 12월 15일,별표 5개 만점에 3개를 받았습니다.,할인금액이 너무적음
124,2021년 1월 7일,별표 5개 만점에 1개를 받았습니다.,장기이용자입니다. 국제 통화 등 한달 이용료 몇십은 그냥쓰는 사람입니다. 8년은 쓴거 같은데 약속도 안지키고 예전에 인터넷이랑 같이해서 하면 이마트상품권 휴대폰으로 주다 해놓고 안 보내주고 이번에 약정 끝이라 더 이상 안쓸려고함....
125,2020년 9월 30일,별표 5개 만점에 1개를 받았습니다.,이건 앱 업데이트 하라고해서 업데이트 하면 계속 먹통에 맴버쉽 영화 예매 못하고 그냥 날려먹게 만들고 지금까지도 업데이트안되고 삭제하고 깔면된다고해서 진행해보면 진행안되고 계속다운로드중으로나오고 내영화표 어찌보상할려나 우씨 다른통신사로 갈아타라는건가 어떻게해결좀 해주시지요
126,2020년 10월 3일,별표 5개 만점에 1개를 받았습니다.,업데이트하라고하는데 지속 대기에요ㅜㅜ 리뷰보고 삭제하고 다시 설치하려는데 설치도안되영...남편꺼도... 두둥ㅜㅡㅜ 지금 사용하려고 GS마켓까지왔는데.. 빠른 개선이 필요해 보입니다
127,2020년 11월 12일,별표 5개 만점에 1개를 받았습니다.,쓰레기 앱입니다 쓰는일은 별로 없는데 쓸데없이 업데이트만 해대 데이터 소진만 시키네요 뭐할때마다 가끔 느려질때보면 다 이거 업데이트하고 있어서 그러더군요 그렇다고 업데이트했다고 막상들어가보면 전과 다를게 없고 오류도 그대론데 도대체 무얼 업데이트 하는건가요? 그리고 삭제후 재 설치하면 문제 없다하는데 이거도 일시적일 뿐이지 나중가면 오류가 똑같이 발생하네요 진짜 살다 이딴 쓰레기앱 처음 보네요 lg원래 썩은거는 알고있는데 어떻게든 데이터빼먹으려고 술수부리는거로 밖에는 안보이네요 별한개도 아깝네요
128,2020년 9월 30일,별표 5개 만점에 1개를 받았습니다.,업데이트해라고해서하니 안열리고 업데이트안하니 바로나가지는데 어떻게써야하는거임
129,2020년 11월 19일,별표 5개 만점에 1개를 받았습니다.,욕나오내 9년가까이 한번호로 u+쓰고있는데 멤버쉽 인증번호도 안오고.게임이나 앱 인증번호도 안오고 핸드폰 지점에 물어봐도. 모르고 고객센터에서도 모르면 어쩌라고?하라는데로 다해보고 차단번호 몇번을 확인하고 고객센터 전화하니 멤버쉽카드 발급받어서쓰라고? 그럼 다른 앱다운시 인증번호 안오는건 어쩌고? 인증필요한 앱은 하지말란거냐? 인증앱 포기하고. 멤버쉽 못쓴지가 2~3년은 된거같다.비싼돈내고 왜고객이 불편을 격어야하는데?이문제 해결안되면 환불해주던가.더이상은 못참것다
130,2021년 2월 14일,별표 5개 만점에 1개를 받았습니다.,접속이 왜 안되지? 계산할때 접속이 안되어서 못쓰게 할려구 편법?
131,2020년 10월 2일,별표 5개 만점에 1개를 받았습니다.,"뭔 허구언날 업데이트만 하라고합니까?멤버십 혜택은 점점 창렬화 되가는데 와 친구한테 서비스 창렬된거 설명해줄려고 앱 켰는데 또 업데이트 ㅋㅋㅋㅋㅋ진짜 ,LGD 부터 해서 LG관련된건 맘에 드는게 없네 , 회사만 아니었어도 타 통신사 쓰면서 이런 스트레스 안받아도 될텐데"
132,2020년 9월 21일,별표 5개 만점에 1개를 받았습니다.,멤버쉽 위젯에 새로고침을 해도 남은 데이터양이 반영이 안되서 고객센터 앱을 열어서 봐야함. 오류가 심합니다 위젯 기능 제대로 안되니 고쳐주세요
133,2020년 11월 10일,별표 5개 만점에 2개를 받았습니다.,멤버십 앱 클릭시 알림창 뜹니다 유심카드를 인식할 수 없다고 해서 앱종료한뒤 유심카드 다시 넣었는데도 계속 알림창 뜨네요 이전까지 잘 쓰고 있었는데 무엇이 문제인가요?
134,2021년 1월 24일,별표 5개 만점에 1개를 받았습니다.,"영화 무료 예매 롯데시네마도 되었던걸로 기억하는데 이젠 CGV밖에 안돼나요? lgu를 13년도부터 썼는데 혜택이 가장 많이 줄고, 이젠 더 이상 사용할 혜택이 없네요. 폰 고장가면 갈아타야겠어요. 수고하세요."
135,2020년 12월 12일,별표 5개 만점에 1개를 받았습니다.,이거 잘 쓰다가 자급제폰으로 단말기 바꾸면 다신 못쓰게됨
136,2020년 10월 10일,별표 5개 만점에 1개를 받았습니다.,내돈주고 사용하는 어플인데 세상 1순위로 불편한 어플입니다 . 시도때도 없이 업데이트하는데 정작 내가 쓰는건 멤버쉽할인만 하는데.. 도대체 뭘 업데이트 하시는건지 궁금합니다. 알려주세요. ㅡㅡㅡㅡ 20200829 유플러스 어플간 업데이트 지겹네요..
137,2020년 9월 30일,별표 5개 만점에 5개를 받았습니다.,U+페밀리샵 혜택이 가장 큰 거 같아요.
138,2020년 9월 15일,별표 5개 만점에 1개를 받았습니다.,휴대폰 알림으로 테스트2라는 내용이 적혀있는 멤버스 알림이와서 그거 클릭한 뒤로 멤버스 어플이 먹통이네요 시스템 테스트를 실제 운영중인 프로그램으로 진행하시는거같아요... 신기합니다...
139,2021년 3월 8일,별표 5개 만점에 1개를 받았습니다.,기대에 부응 좀하세요 그럼.!! 기대에 부응하겠다는 얘기만하지말고
140,2020년 12월 25일,별표 5개 만점에 1개를 받았습니다.,멤버스혜택을 한번도 사용해보지 못해서 이런걸 왜 만들었나했더니 다른사람들도 나랑 똑같군요 멤버스혜택을 고객들이 누구나 어디서나 누릴수있게 해죠야지 다른곳이랑 곂치면 혜택도 안되는거 뭐하러 만든거임 차라리 요금이라도 깍아주던가 10년이상 장기가입해도 2년만 되면 폰바꾸라고 계속 전화 고가요금권유로 차단했네요
141,2018년 10월 15일,별표 5개 만점에 1개를 받았습니다.,유플러스 십년 넘게 사용하는데 정말 발전을 못느끼는 부분은 어플 상태 그 자체입니다. 몇 시간 째 일시적 오류로 사용이 안된다는 경고문구와 함께 어플이 자동 종료 되는데 이걸 쓰라고 만든건가 싶어서 짜증납니다. 어플 관리 안하시나요? 예전부터 간헐적으로 멤버쉽이나 고객센터나 월렛(과거)등등 오류가 어쩌고 하면서 실행 안되는 경우가 나오곤 했는데 어쩜 이렇게 한결같나요....
142,2020년 9월 26일,별표 5개 만점에 2개를 받았습니다.,업데이트하고나니어플이안열리네요...
143,2020년 9월 15일,별표 5개 만점에 1개를 받았습니다.,"""테스트 2""라고 알림이 오네요.. 저기요.. 테스트를 실사용자 대상으로 하시면 안되죠. 도대체 뭐하시는 짓이에요. 이렇게 마구잡이식으로 하면 누가 믿고 앱 사용하나요?"
144,2020년 9월 26일,별표 5개 만점에 1개를 받았습니다.,일시적으로 서비스안된다고 어플 계속 안들어가지고 다시 제거하고 설치도하려니 거의다되서 아예다운도안되고 이벤트랑 할인때문에 하는건데
145,2020년 7월 16일,별표 5개 만점에 5개를 받았습니다.,유플러스 멤버십 메인화면 리뉴얼 넘넘 기대되네요♡♡ 기존화면보다 눈에 확 들어와서 좋은거 같고 배경도 깔끔하고 환해진거 같아요~^^ 유플러스 5년넘게 쓰고있는데 유플러스 만한게 없네요!! 가성비 짱^^ 멤버십혜택도 좋고 이벤트도 좋아요~~♡ 유플러스 멤버십 화면 새단장했으니 앞으로도 더 쭉쭉 좋은 정보와 이벤트 혜택 부탁드려요!! 사랑합니다 유플러스♡♡
146,2020년 7월 24일,별표 5개 만점에 5개를 받았습니다.,"어플 리뷰는 처음써보는데 그만큼 좋아요!!! 이 어플 깔기 전까지는 혜택 1도 모르고있다가,,ㅋㅋㅋ큐ㅠㅠ 깔고나서 엄청나게 누리는중입니다 흐흐흐 빨리 설치하세요 다들!! 늦을수록 후회합니당~~~ 사용법도 엄청 간단해서 저희 부모님들도 쉽게 이용하고계세요! 이번에 홈화면이 새롭게 바뀐다고 하던데 살짝만 봤는데도 넘나 귀여워,,,♡ 빨리 바뀐화면을 보고싶네용:-)"
147,2020년 7월 17일,별표 5개 만점에 5개를 받았습니다.,"U유익함 +플러스 유플! 의 편리함이 기대됩니다! 스마트폰으로 바꾼이후에는 쭉 유플러스를 써온 유플러스 장기고객입니다~! 요번에 u+멤버스가 새로 개편된다는 소식을 듣고 축하하고 기대한다는 기대평을 남기게 되었네요. 이벤트도 풍부하고 보기에도 편리한 u+멤버스 평소에도 자주 들어가봤는데요. 개편 후 한눈에 보기좋은 화면구성으로 돌아오길 기대하겠습니다. 사용자의 편리, 편의를 중시하는 유플러스가 고객만족에 앞장서는 모습 보기좋아요!!!"
148,2020년 7월 25일,별표 5개 만점에 5개를 받았습니다.,기존에 유플러스를 몇년간 이용하다가 타 알뜰요금제로 사용하다 다시 이번에 유플러스로 돌아왔습니다. 고객을 위한 통신사인 U+는 기초적인 멤버쉽서비스부터 타 통신사와는 매우 차별화되고 편리한부분을 몸소 느끼었습니다. 내달부터 제 멤버쉽이 VIP로 승급된다고하는데 8월에는 얼마나 더 좋게 U+ 멤버쉽서비스가 개편이 될지 많이 기대가됩니다. 지금도 충분히 좋은서비스를 제공하여 유플러스 사용자들에게 만족감을 주고있는 유플러스이기에 더 개선된 유플러스 멤버쉽을 보여주실거라 생각하고 믿고있습니다. 다시 유플러스로 돌아온시기에 맞추어 리뉴얼을 한다하니 한편으로는 기분이 좋습니다 ㅎㅎㅎ 고객을 위한 서비스를 제공하는 유플러스 8월 새로운 모습의 멤버쉽 기다리겠습니다. 항상 고맙습니다.
149,2020년 10월 3일,별표 5개 만점에 1개를 받았습니다.,진심 유플4년째인데 너무실망이크다 혜택이 너무없다 가족외식이라든가 너무 적고 불편 이제 유플 ㅂㅂㅂ22
150,2020년 7월 22일,별표 5개 만점에 5개를 받았습니다.,"유플러스 장기 고객으로서 멤버십 할인혜택으로 자주 이용했었는데 영화관 제휴등이 줄어들어 아쉽습니다. 8월에 개편될때에는 고객이 원하는 서비스를 분석하여 저같은 장기 고객이 이탈하지 않도록 실질적인 혜택이 돌아갈수 있게 개편을 부탁드립니다. 향후 많은 유용한 정보, 이벤트, 혜택이 다양해진 개편을 기대하겠습니다."
